date,rainfall_mm,min_air_temperature_c,max_air_temperature_c,solar_radiation_mj_per_m2,wind_speed_m_per_s
2000-08-25,0.0,-4.1,9.4,11.66,4.75
2000-08-26,5.5,1.8,9.3,2.93,5.19
2000-08-27,0.0,3.8,13.2,10.92,3.01
2000-08-28,4.5,3.9,10.4,5.41,1.9
2000-08-29,0.7,6.3,10.5,5.79,5.55
2000-08-30,0.1,7.7,9.9,4.73,6.56
2000-08-31,2.9,7.7,11.4,5.35,4.47
2000-09-01,6.8,7.8,11.1,4.9,3.21
2000-09-02,9.0,6.6,10.0,4.59,3.44
2000-09-03,2.0,5.8,11.8,12.33,2.41
2000-09-04,0.0,4.7,10.8,11.51,5.99
2000-09-05,0.2,5.4,11.8,11.52,3.77
2000-09-06,1.3,1.8,15.2,12.12,6.93
2000-09-07,0.0,8.7,15.1,13.22,6.38
2000-09-08,0.8,8.5,15.2,11.86,5.16
2000-09-09,11.1,7.5,15.6,10.25,6.86
2000-09-10,18.7,4.5,7.4,5.22,10.12
2000-09-11,2.3,4.2,7.9,11.96,7.58
2000-09-12,0.0,-1.1,9.7,14.25,4.87
2000-09-13,5.2,3.1,9.6,7.15,4.43
2000-09-14,0.0,3.4,8.5,11.82,2.55
2000-09-15,0.0,-0.7,10.4,18.7,5.69
2000-09-16,0.0,0.8,13.3,17.88,2.95
2000-09-17,0.0,-0.7,15.6,18.75,5.55
2000-09-18,0.0,4.5,15.1,14.95,9.63
2000-09-19,0.0,10.7,18.2,18.17,5.85
2000-09-20,0.0,6.6,18.2,18.73,6.13
2000-09-21,0.6,5.1,12.0,14.76,6.21
2000-09-22,0.0,1.5,16.1,15.64,3.62
2000-09-23,0.0,3.7,15.7,14.31,6.45
2000-09-24,9.8,4.1,12.2,14.23,4.23
2000-09-25,2.6,0.9,7.4,16.95,5.25
2000-09-26,1.2,1.1,9.7,18.06,6.77
2000-09-27,0.0,-0.6,12.0,19.67,4.18
2000-09-28,0.0,-2.7,15.3,22.07,6.31
2000-09-29,1.2,6.5,18.5,17.64,8.34
2000-09-30,3.2,6.8,19.7,12.06,6.8
2000-10-01,0.0,3.5,15.1,21.9,8.56
2000-10-02,0.8,7.3,17.1,20.82,9.79
2000-10-03,0.1,4.3,14.8,20.62,5.61
2000-10-04,4.7,4.9,15.0,14.25,11.76
2000-10-05,0.0,4.8,17.3,22.71,7.89
2000-10-06,1.1,8.0,18.3,16.32,6.87
2000-10-07,7.8,5.5,7.8,6.87,4.78
2000-10-08,4.6,5.2,16.4,9.79,6.59
2000-10-09,1.7,6.0,15.7,22.85,8.01
2000-10-10,0.0,2.3,16.1,23.33,4.97
2000-10-11,2.8,1.0,16.5,19.07,9.92
2000-10-12,30.7,5.3,7.6,2.93,15.49
2000-10-13,3.0,3.6,10.3,14.31,9.62
2000-10-14,0.0,2.9,15.9,22.37,6.47
2000-10-15,0.3,5.9,16.1,10.22,9.07
2000-10-16,0.0,5.9,14.3,23.81,8.25
2000-10-17,0.4,5.1,14.0,24.2,7.87
2000-10-18,1.4,1.9,10.1,21.03,6.6
2000-10-19,0.0,-1.0,14.5,23.81,4.1
2000-10-20,0.0,2.8,17.3,26.58,4.46
2000-10-21,0.0,3.6,17.7,25.15,2.42
2000-10-22,0.0,7.0,17.5,24.27,2.33
2000-10-23,0.0,7.0,18.8,24.9,3.38
2000-10-24,1.7,8.3,17.8,22.82,4.7
2000-10-25,1.4,8.6,17.3,19.79,6.65
2000-10-26,0.0,8.0,15.7,26.46,5.83
2000-10-27,0.0,7.1,21.3,27.94,4.55
2000-10-28,0.0,6.2,21.0,27.47,4.7
2000-10-29,0.3,10.3,22.2,24.82,5.55
2000-10-30,0.0,11.1,17.2,25.26,7.15
2000-10-31,3.1,9.0,13.9,19.95,7.03
2000-11-01,0.1,9.4,11.9,9.35,4.56
2000-11-02,0.2,7.5,10.2,9.06,3.54
2000-11-03,0.0,4.9,12.7,24.0,4.38
2000-11-04,0.0,1.8,13.9,30.1,5.63
2000-11-05,0.0,3.0,15.9,30.17,5.92
2000-11-06,0.0,5.0,17.9,28.69,4.39
2000-11-07,8.2,5.7,10.0,14.48,8.05
2000-11-08,2.0,5.0,9.2,15.27,5.4
2000-11-09,0.0,-0.3,13.5,28.5,3.36
2000-11-10,0.0,2.4,15.7,29.04,3.59
2000-11-11,0.0,0.9,16.1,29.79,3.9
2000-11-12,0.0,4.4,17.0,30.34,3.1
2000-11-13,0.0,6.4,16.8,26.47,4.3
2000-11-14,6.1,6.4,20.3,27.83,4.12
2000-11-15,8.8,7.7,10.6,16.26,6.83
2000-11-16,0.0,3.4,17.4,28.54,5.02
2000-11-17,9.7,4.8,10.7,9.98,6.03
2000-11-18,7.1,2.4,14.2,25.36,5.22
2000-11-19,3.3,3.8,8.9,27.65,11.77
2000-11-20,0.0,1.8,17.7,29.19,7.17
2000-11-21,1.1,7.5,18.3,26.07,4.4
2000-11-22,0.1,5.6,15.9,27.45,7.56
2000-11-23,0.0,3.6,17.6,32.57,4.79
2000-11-24,0.0,5.6,19.2,30.08,7.32
2000-11-25,4.5,8.4,13.6,16.49,4.4
2000-11-26,0.0,6.3,18.6,30.35,5.87
2000-11-27,0.0,6.7,18.8,29.71,5.92
2000-11-28,27.1,7.3,13.8,13.98,7.08
2000-11-29,12.7,6.8,10.0,7.71,7.93
2000-11-30,0.0,1.6,16.7,32.25,3.47
2000-12-01,0.0,7.3,18.8,30.96,6.53
2000-12-02,0.2,11.7,20.4,11.49,4.87
2000-12-03,5.0,9.9,14.3,17.54,7.29
2000-12-04,0.0,6.1,19.1,32.41,4.12
2000-12-05,0.0,9.0,20.3,32.54,6.23
2000-12-06,0.0,8.4,24.1,34.07,6.16
2000-12-07,0.1,8.7,21.3,28.29,6.61
2000-12-08,0.1,10.4,13.6,13.4,4.65
2000-12-09,0.0,10.0,16.3,22.97,7.34
2000-12-10,0.0,11.2,21.0,27.47,5.39
2000-12-11,0.8,13.2,19.5,25.77,6.98
2000-12-12,0.0,9.8,22.0,32.19,6.4
2000-12-13,0.0,10.7,25.2,33.3,6.04
2000-12-14,1.0,13.1,25.5,25.55,5.56
2000-12-15,1.2,12.6,19.6,18.34,5.68
2000-12-16,0.1,13.6,21.4,22.52,5.1
2000-12-17,0.6,11.4,20.4,22.01,4.84
2000-12-18,0.0,11.5,22.8,32.68,4.92
2000-12-19,0.0,9.7,26.2,31.44,5.02
2000-12-20,0.0,12.4,26.4,33.81,7.84
2000-12-21,8.3,9.8,21.2,30.36,6.74
2000-12-22,0.1,6.7,16.9,29.35,4.16
2000-12-23,0.7,11.0,19.7,12.2,6.41
2000-12-24,0.0,10.4,23.9,34.5,7.2
2000-12-25,0.0,13.3,20.9,33.67,8.66
2000-12-26,0.3,13.1,21.8,31.47,6.45
2000-12-27,0.0,12.6,26.1,28.8,7.03
2000-12-28,1.5,14.4,22.7,18.4,6.63
2000-12-29,0.0,9.4,22.5,32.13,7.83
2000-12-30,1.6,10.6,20.5,29.04,9.58
2000-12-31,12.9,7.5,17.8,27.6,6.08
2001-01-01,0.3,7.0,15.8,27.86,7.14
2001-01-02,2.4,7.9,14.5,22.98,6.89
2001-01-03,0.0,7.0,20.5,32.13,5.22
2001-01-04,0.0,11.3,21.4,31.47,5.64
2001-01-05,0.0,10.9,25.5,32.06,4.79
2001-01-06,0.0,12.5,22.2,27.47,4.88
2001-01-07,0.2,12.9,23.9,29.79,4.39
2001-01-08,0.3,12.4,24.9,30.44,4.65
2001-01-09,0.9,12.9,21.5,23.97,4.3
2001-01-10,8.2,11.9,13.9,6.09,4.72
2001-01-11,0.0,11.2,18.0,23.25,4.06
2001-01-12,0.0,7.2,23.4,31.23,5.04
2001-01-13,1.3,10.6,15.9,8.86,7.08
2001-01-14,6.7,8.4,14.3,25.75,7.79
2001-01-15,0.0,7.2,22.6,32.09,5.83
2001-01-16,6.7,11.0,20.8,25.66,10.1
2001-01-17,0.2,9.6,21.1,24.84,4.15
2001-01-18,1.3,11.6,15.5,14.04,3.83
2001-01-19,0.0,9.1,22.6,27.98,4.7
2001-01-20,0.0,10.8,14.3,13.65,6.2
2001-01-21,0.0,10.3,22.0,22.59,6.49
2001-01-22,0.0,8.8,25.3,32.01,4.97
2001-01-23,1.3,10.4,26.0,28.76,6.41
2001-01-24,0.0,12.1,18.2,22.07,7.54
2001-01-25,0.0,8.6,18.0,12.47,5.34
2001-01-26,3.7,8.7,17.8,20.43,8.39
2001-01-27,0.1,6.5,15.9,28.73,9.96
2001-01-28,0.0,7.7,19.4,30.9,7.07
2001-01-29,0.0,9.6,22.0,29.4,3.61
2001-01-30,0.0,10.5,24.7,28.74,6.32
2001-01-31,5.8,10.2,24.5,24.15,7.45
2001-02-01,0.0,7.7,19.0,28.39,6.05
2001-02-02,0.0,11.6,17.2,15.78,3.28
2001-02-03,0.0,11.5,26.8,24.68,4.52
2001-02-04,0.0,11.6,28.4,29.22,6.48
2001-02-05,5.4,12.5,24.0,17.61,8.1
2001-02-06,4.8,10.1,14.9,17.05,6.94
2001-02-07,0.0,7.3,19.5,25.04,4.64
2001-02-08,0.0,9.8,22.7,25.51,3.13
2001-02-09,0.0,10.6,23.7,27.68,4.88
2001-02-10,0.0,11.9,27.8,28.73,3.3
2001-02-11,0.0,13.9,24.5,15.09,4.3
2001-02-12,0.0,13.5,17.0,10.27,5.07
2001-02-13,0.0,12.4,22.9,25.53,5.75
2001-02-14,0.0,13.3,29.0,23.62,4.75
2001-02-15,0.3,13.9,29.0,24.63,7.68
2001-02-16,0.6,13.0,21.1,15.21,5.52
2001-02-17,0.0,9.8,21.8,24.08,5.36
2001-02-18,0.0,12.3,18.2,11.35,4.83
2001-02-19,0.6,11.2,16.2,9.1,6.88
2001-02-20,0.0,8.3,22.1,18.97,4.12
2001-02-21,0.0,10.8,22.7,25.47,5.59
2001-02-22,0.0,9.8,28.2,22.91,4.54
2001-02-23,0.0,12.6,18.2,12.78,6.62
2001-02-24,0.0,10.8,27.2,25.17,5.0
2001-02-25,3.6,13.1,20.4,13.46,5.06
2001-02-26,0.4,14.0,18.6,12.02,4.85
2001-02-27,0.0,13.9,23.3,22.76,7.02
2001-02-28,0.0,13.5,25.4,23.53,4.52
2001-03-01,0.0,14.1,27.9,21.65,5.75
2001-03-02,0.3,11.5,17.6,12.09,7.03
2001-03-03,0.0,10.6,15.7,11.27,2.73
2001-03-04,0.0,5.2,19.4,22.96,4.62
2001-03-05,0.0,8.8,19.0,20.28,5.39
2001-03-06,0.2,8.5,18.6,14.24,3.2
2001-03-07,0.0,12.1,23.5,22.11,6.08
2001-03-08,0.4,10.6,22.2,20.22,5.92
2001-03-09,0.1,10.3,12.4,5.31,4.52
2001-03-10,0.0,8.9,15.4,15.11,3.91
2001-03-11,0.0,7.2,18.9,22.67,4.92
2001-03-12,0.0,9.0,21.2,20.64,6.11
2001-03-13,0.0,11.5,23.9,14.49,6.61
2001-03-14,0.1,12.4,18.9,13.17,4.66
2001-03-15,0.0,9.1,14.3,7.6,3.94
2001-03-16,0.0,9.9,18.0,15.63,5.24
2001-03-17,0.0,8.1,18.4,17.38,5.02
2001-03-18,0.0,9.7,20.2,19.88,6.35
2001-03-19,0.0,8.8,20.7,17.82,3.58
2001-03-20,0.0,8.2,18.9,18.38,6.0
2001-03-21,0.0,10.8,23.2,20.18,4.88
2001-03-22,0.0,11.2,24.6,18.29,2.6
2001-03-23,0.0,9.4,22.3,19.84,6.04
2001-03-24,0.0,10.3,25.2,19.08,3.34
2001-03-25,1.2,14.1,24.9,14.95,5.19
2001-03-26,0.8,13.1,26.9,16.28,7.37
2001-03-27,1.0,15.4,26.1,18.62,6.8
2001-03-28,0.0,14.5,20.6,16.47,10.28
2001-03-29,0.0,8.7,17.1,18.01,9.3
2001-03-30,0.0,4.8,16.4,18.76,5.28
2001-03-31,0.0,3.3,19.4,17.95,4.92
2001-04-01,0.0,6.0,20.7,17.52,3.56
2001-04-02,1.6,5.6,19.7,14.45,6.35
2001-04-03,4.8,10.4,18.5,12.92,6.66
2001-04-04,0.0,7.2,18.5,17.14,3.81
2001-04-05,0.3,7.8,21.5,10.79,6.82
2001-04-06,0.0,6.6,20.5,16.47,8.1
2001-04-07,0.0,7.2,14.5,14.21,7.29
2001-04-08,0.0,3.4,19.4,15.79,4.34
2001-04-09,0.0,8.4,23.5,14.92,4.6
2001-04-10,0.0,10.2,23.7,14.86,7.32
2001-04-11,0.0,5.8,16.7,14.9,7.8
2001-04-12,0.0,7.0,21.3,13.06,4.84
2001-04-13,0.0,8.9,12.7,5.66,6.24
2001-04-14,0.0,7.2,16.7,13.82,3.4
2001-04-15,0.0,6.9,21.8,14.51,5.02
2001-04-16,0.0,7.7,21.4,14.12,2.7
2001-04-17,0.0,7.4,18.4,10.08,5.39
2001-04-18,0.0,7.7,20.1,13.06,3.18
2001-04-19,0.0,7.8,17.8,13.27,6.18
2001-04-20,0.0,7.5,22.4,13.06,6.93
2001-04-21,0.8,9.5,11.9,3.91,6.91
2001-04-22,0.0,4.0,15.9,13.27,4.53
2001-04-23,0.0,3.7,15.7,10.47,3.72
2001-04-24,0.0,6.3,12.9,8.57,3.59
2001-04-25,0.0,3.0,14.9,12.34,4.02
2001-04-26,0.0,7.2,18.2,11.68,4.8
2001-04-27,0.0,7.8,21.8,11.34,2.61
2001-04-28,0.0,8.5,21.8,11.57,2.83
2001-04-29,0.0,6.6,20.5,10.24,2.75
2001-04-30,0.0,8.7,18.1,7.9,3.71
2001-05-01,0.0,10.6,13.5,3.2,3.18
2001-05-02,0.0,9.0,16.5,8.87,3.16
2001-05-03,0.0,8.5,15.9,8.05,1.91
2001-05-04,0.0,6.5,16.9,8.81,4.0
2001-05-05,1.5,11.2,16.0,4.19,5.68
2001-05-06,0.2,13.0,16.6,3.66,2.47
2001-05-07,2.4,11.0,13.7,2.13,4.16
2001-05-08,0.9,10.9,12.0,2.26,6.29
2001-05-09,0.0,10.8,13.0,2.44,3.78
2001-05-10,2.0,9.8,14.0,2.83,2.62
2001-05-11,1.2,12.0,16.9,4.17,7.28
2001-05-12,0.4,12.7,20.3,8.87,4.62
2001-05-13,0.0,9.3,20.0,9.29,3.67
2001-05-14,0.0,7.0,13.5,4.78,3.23
2001-05-15,1.9,6.4,10.7,6.98,8.1
2001-05-16,0.0,3.5,10.4,8.65,5.97
2001-05-17,0.0,0.2,15.2,9.36,2.8
2001-05-18,1.1,5.4,18.0,6.28,3.83
2001-05-19,0.0,8.1,13.5,5.79,4.69
2001-05-20,0.3,3.1,12.7,6.91,5.24
2001-05-21,0.0,2.8,12.5,6.53,6.01
2001-05-22,0.0,-0.3,8.8,8.85,4.12
2001-05-23,0.8,-1.9,11.1,7.51,7.13
2001-05-24,1.8,-1.4,13.2,7.17,8.46
2001-05-25,1.3,1.3,10.4,7.14,7.9
2001-05-26,0.0,-4.0,10.0,8.47,2.83
2001-05-27,0.7,0.4,7.1,6.82,8.36
2001-05-28,3.9,1.9,5.6,3.07,7.17
2001-05-29,0.4,2.6,7.6,4.89,3.67
2001-05-30,0.4,0.2,7.1,5.46,4.13
2001-05-31,0.0,-5.4,7.8,8.22,1.87
2001-06-01,0.0,-3.8,10.3,7.82,2.27
2001-06-02,0.2,-2.2,11.4,5.96,7.02
2001-06-03,0.0,-0.4,10.6,6.61,3.2
2001-06-04,0.0,-2.9,12.1,7.6,2.42
2001-06-05,0.0,-0.3,11.6,7.31,2.73
2001-06-06,0.0,-0.4,10.7,7.05,2.4
2001-06-07,0.5,0.8,13.3,5.26,4.92
2001-06-08,0.0,1.9,9.8,7.25,4.44
2001-06-09,0.5,4.5,17.5,4.13,6.35
2001-06-10,2.4,2.4,11.9,3.47,9.29
2001-06-11,0.0,-1.8,8.1,7.39,5.94
2001-06-12,0.0,-3.9,9.9,6.8,2.56
2001-06-13,0.0,0.2,11.6,5.75,2.83
2001-06-14,0.8,6.5,13.8,1.85,7.12
2001-06-15,1.6,7.3,14.0,3.78,3.31
2001-06-16,8.7,4.3,9.8,1.31,2.4
2001-06-17,0.0,3.3,12.0,5.83,4.4
2001-06-18,3.9,3.6,7.3,3.71,6.18
2001-06-19,0.0,-3.5,8.3,6.77,2.73
2001-06-20,0.0,-0.7,11.6,6.85,2.33
2001-06-21,0.0,0.2,12.5,6.84,2.62
2001-06-22,0.3,3.9,12.5,2.96,4.25
2001-06-23,0.2,5.3,14.7,6.51,3.48
2001-06-24,4.7,3.0,8.7,3.75,6.18
2001-06-25,0.0,-1.1,9.8,6.87,5.16
2001-06-26,0.0,0.2,13.4,6.77,3.08
2001-06-27,6.3,6.5,11.9,3.25,6.02
2001-06-28,1.9,2.0,9.0,6.11,4.82
2001-06-29,0.2,0.2,8.2,3.99,6.55
2001-06-30,0.0,-4.2,9.6,6.88,5.59
2001-07-01,0.0,-1.5,8.4,6.38,3.32
2001-07-02,0.0,-5.6,6.8,7.46,3.16
2001-07-03,0.0,-5.3,6.9,7.55,3.55
2001-07-04,0.0,-4.7,6.1,6.61,3.19
2001-07-05,0.0,-5.0,7.1,7.44,2.97
2001-07-06,0.0,-5.1,7.4,7.47,2.01
2001-07-07,0.0,-5.1,7.1,7.33,2.06
2001-07-08,0.0,-5.2,7.2,7.76,1.75
2001-07-09,0.0,-5.0,8.3,6.89,2.92
2001-07-10,0.0,-5.2,7.8,7.61,2.66
2001-07-11,0.4,-2.7,6.7,5.95,4.39
2001-07-12,0.0,-4.2,9.7,4.76,5.15
2001-07-13,0.0,-0.7,9.4,6.83,3.02
2001-07-14,0.0,-3.9,9.1,7.46,2.05
2001-07-15,0.0,-5.3,9.3,7.93,2.78
2001-07-16,6.7,-2.5,7.4,3.29,3.75
2001-07-17,16.1,6.1,7.5,0.88,4.88
2001-07-18,0.6,1.2,9.4,6.72,4.89
2001-07-19,2.8,-0.7,7.5,3.01,7.0
2001-07-20,5.9,3.0,6.9,2.01,6.94
2001-07-21,18.5,5.5,7.5,2.84,7.33
2001-07-22,17.7,3.6,5.9,1.16,6.75
2001-07-23,0.0,-2.9,8.3,8.54,4.18
2001-07-24,0.1,-2.7,7.7,6.19,5.32
2001-07-25,0.0,-3.5,11.3,8.74,2.65
2001-07-26,0.0,-1.9,9.5,8.67,2.64
2001-07-27,0.0,0.4,10.5,8.71,2.86
2001-07-28,0.0,1.2,11.4,2.3,7.64
2001-07-29,3.3,4.4,13.8,1.98,5.7
2001-07-30,0.0,-2.7,7.6,9.48,4.2
2001-07-31,0.0,-4.9,8.7,9.12,2.47
2001-08-01,0.0,0.9,12.0,9.28,3.56
2001-08-02,2.9,4.7,13.1,5.1,4.33
2001-08-03,0.0,2.5,10.6,5.02,8.34
2001-08-04,0.0,-2.9,11.3,10.22,4.22
2001-08-05,0.0,1.8,12.8,10.01,3.04
2001-08-06,0.0,0.6,10.1,6.42,3.72
2001-08-07,4.7,4.6,11.4,4.8,4.05
2001-08-08,0.0,4.3,15.1,10.51,5.57
2001-08-09,0.9,3.0,14.6,9.38,3.61
2001-08-10,0.4,1.8,14.4,10.02,2.33
2001-08-11,4.6,4.0,7.7,1.27,5.09
2001-08-12,0.0,0.7,11.3,10.54,3.18
2001-08-13,3.1,-2.2,13.8,11.77,6.1
2001-08-14,8.1,3.3,7.3,6.75,8.58
2001-08-15,2.9,1.9,6.9,8.53,4.39
2001-08-16,0.0,-5.6,6.8,11.69,4.3
2001-08-17,0.0,-1.3,11.1,12.44,7.0
2001-08-18,1.5,4.5,10.7,6.73,5.32
2001-08-19,0.5,2.2,12.7,10.76,4.46
2001-08-20,0.2,3.0,12.9,9.45,3.1
2001-08-21,0.1,4.9,15.7,10.07,5.76
2001-08-22,0.0,4.6,15.5,11.81,4.95
2001-08-23,0.0,1.1,12.2,8.82,5.1
2001-08-24,0.7,4.2,14.9,12.45,3.24
2001-08-25,1.0,1.9,12.3,11.49,1.8
2001-08-26,5.0,4.0,10.3,9.3,5.33
2001-08-27,0.0,3.2,10.4,11.16,4.91
2001-08-28,0.0,0.5,11.8,12.47,2.91
2001-08-29,0.2,0.8,11.1,11.11,2.14
2001-08-30,0.3,3.7,9.8,9.02,2.61
2001-08-31,0.0,1.9,8.4,8.37,2.98
2001-09-01,0.0,2.0,9.3,5.82,4.02
2001-09-02,0.1,5.8,9.2,6.47,3.72
2001-09-03,0.0,3.6,10.5,11.52,6.24
2001-09-04,0.0,3.2,12.5,14.99,5.69
2001-09-05,0.0,7.1,15.0,10.1,5.16
2001-09-06,0.5,6.1,11.3,5.64,5.0
2001-09-07,0.1,4.3,13.6,10.88,2.73
2001-09-08,0.1,3.6,11.2,6.85,2.24
2001-09-09,0.3,2.5,11.1,7.87,2.82
2001-09-10,0.0,4.1,9.9,10.09,4.91
2001-09-11,0.0,0.4,12.3,17.87,4.6
2001-09-12,0.0,1.1,13.4,16.48,3.29
2001-09-13,0.0,-0.3,14.3,16.79,2.88
2001-09-14,0.0,2.8,14.3,17.37,4.92
2001-09-15,0.7,5.3,18.7,16.61,5.69
2001-09-16,0.0,8.1,17.2,15.56,4.49
2001-09-17,2.0,5.0,18.3,16.17,5.82
2001-09-18,2.9,4.9,16.4,19.32,3.4
2001-09-19,0.0,5.7,18.5,19.03,2.92
2001-09-20,0.0,4.2,20.2,19.66,3.4
2001-09-21,1.3,5.4,12.6,7.58,7.16
2001-09-22,6.7,4.6,16.0,14.0,6.83
2001-09-23,0.0,0.6,11.1,18.35,4.26
2001-09-24,0.0,4.2,8.7,8.31,6.82
2001-09-25,0.0,2.2,17.0,21.19,5.23
2001-09-26,0.0,5.4,19.3,20.48,5.9
2001-09-27,0.0,6.9,18.4,20.21,3.96
2001-09-28,2.2,6.2,12.1,9.14,5.35
2001-09-29,0.0,3.0,16.6,21.43,5.32
2001-09-30,0.0,6.9,20.8,14.85,6.6
2001-10-01,0.0,6.7,21.9,22.07,4.64
2001-10-02,0.0,10.8,22.9,22.12,3.57
2001-10-03,0.0,8.6,20.6,22.09,5.14
2001-10-04,0.0,8.2,22.4,22.84,3.68
2001-10-05,0.0,7.4,22.4,22.68,3.67
2001-10-06,0.2,13.9,20.8,11.91,7.79
2001-10-07,0.1,9.0,13.4,6.01,6.17
2001-10-08,0.6,7.7,11.8,10.09,3.98
2001-10-09,15.9,7.3,10.0,5.2,4.52
2001-10-10,7.8,6.1,9.6,2.8,9.3
2001-10-11,0.8,5.8,9.9,13.42,6.89
2001-10-12,0.0,4.8,11.3,18.59,4.79
2001-10-13,0.0,4.3,14.7,21.75,7.97
2001-10-14,0.0,5.1,20.8,24.44,3.68
2001-10-15,0.3,8.9,17.5,12.34,6.02
2001-10-16,1.0,8.8,12.9,9.17,7.72
2001-10-17,0.0,7.5,19.1,21.33,4.66
2001-10-18,0.0,8.0,19.2,25.17,5.41
2001-10-19,0.3,5.7,20.3,19.85,6.2
2001-10-20,4.1,10.1,13.5,6.54,6.16
2001-10-21,0.8,9.0,14.1,11.74,4.21
2001-10-22,0.0,6.9,17.1,22.82,4.57
2001-10-23,1.1,5.7,16.9,25.2,2.95
2001-10-24,7.8,3.5,9.7,15.28,8.63
2001-10-25,0.0,2.9,18.0,19.04,3.41
2001-10-26,0.1,5.5,18.4,21.87,3.52
2001-10-27,0.6,6.1,17.0,18.76,4.12
2001-10-28,12.7,9.9,12.6,4.51,4.98
2001-10-29,4.9,8.0,16.6,22.29,4.92
2001-10-30,0.0,5.1,20.9,26.14,7.02
2001-10-31,4.8,9.3,18.6,16.51,5.32
2001-11-01,1.4,8.3,18.1,22.46,5.19
2001-11-02,6.1,6.8,13.5,21.93,6.44
2001-11-03,14.4,6.0,11.9,8.65,8.21
2001-11-04,2.7,2.7,11.3,21.04,9.57
2001-11-05,0.0,-0.6,16.2,29.62,4.69
2001-11-06,0.0,4.5,16.6,29.71,4.96
2001-11-07,0.0,6.0,15.6,25.34,5.95
2001-11-08,0.2,8.4,20.7,26.95,5.56
2001-11-09,0.0,10.5,14.2,12.99,5.62
2001-11-10,1.8,11.2,20.3,22.3,5.72
2001-11-11,0.0,10.4,21.4,25.56,5.59
2001-11-12,0.0,9.5,19.9,26.64,5.11
2001-11-13,3.1,11.7,19.2,14.19,5.36
2001-11-14,1.4,9.4,15.4,14.03,6.0
2001-11-15,0.5,8.0,15.1,21.94,6.11
2001-11-16,0.0,4.9,19.7,31.15,7.58
2001-11-17,0.5,7.7,12.3,26.83,10.64
2001-11-18,0.4,7.3,18.4,30.99,6.93
2001-11-19,0.6,10.8,22.3,22.39,8.21
2001-11-20,5.2,9.9,12.3,8.74,5.73
2001-11-21,11.7,10.2,13.1,4.49,2.88
2001-11-22,23.4,8.4,10.8,3.38,3.54
2001-11-23,6.7,6.2,9.9,12.87,4.5
