date,rainfall_mm,min_air_temperature_c,max_air_temperature_c,solar_radiation_mj_per_m2,wind_speed_m_per_s,uv_index
2023-08-07,1.2,2.8,15.3,9.48,6.62,1.6
2023-08-08,0.0,0.9,9.6,9.9,3.83,1.55
2023-08-09,3.2,-0.7,11.2,8.94,6.67,2.05
2023-08-10,0.1,1.7,7.2,5.15,9.04,0.85
2023-08-11,0.0,-1.3,9.4,10.0,3.35,1.75
2023-08-12,0.0,-0.1,10.5,10.58,3.76,1.85
2023-08-13,0.0,4.1,15.7,10.2,6.04,1.55
2023-08-14,0.0,3.3,12.1,10.42,6.14,1.55
2023-08-15,0.0,3.8,12.6,11.09,5.22,1.65
2023-08-16,4.9,1.2,8.6,5.18,5.84,1.05
2023-08-17,0.1,2.1,10.8,10.12,4.04,1.75
2023-08-18,0.0,0.1,13.7,11.88,4.41,1.95
2023-08-19,0.7,2.4,10.3,4.83,10.97,0.75
2023-08-20,0.0,6.4,16.5,10.99,7.66,1.9
2023-08-21,8.4,6.5,11.2,9.57,9.56,1.2
2023-08-22,0.1,2.3,10.9,11.16,4.39,2.3
2023-08-23,0.0,2.1,11.2,13.01,5.04,2.25
2023-08-24,0.0,4.0,12.8,10.79,4.88,2.1
2023-08-25,0.0,1.8,11.9,12.77,5.24,2.15
2023-08-26,0.0,5.6,13.2,12.94,5.52,2.45
2023-08-27,1.5,5.4,9.0,5.93,8.34,1.8
2023-08-28,0.9,2.5,9.6,13.29,5.73,2.15
2023-08-29,0.0,1.2,15.5,12.42,4.74,2.45
2023-08-30,0.0,4.7,15.9,14.35,5.87,2.95
2023-08-31,0.0,4.4,16.1,14.65,4.19,2.75
2023-09-01,0.0,6.5,17.7,14.58,4.91,2.7
2023-09-02,0.1,5.3,13.2,9.62,5.46,1.85
2023-09-03,0.1,7.3,12.1,7.19,5.97,1.3
2023-09-04,0.0,8.2,12.3,10.98,6.6,1.4
2023-09-05,0.3,8.7,13.1,10.29,7.64,2.3
2023-09-06,0.0,10.5,19.0,10.28,8.25,2.8
2023-09-07,0.0,9.0,19.9,14.6,9.5,3.35
2023-09-08,0.0,6.6,15.0,15.36,6.51,3.3
2023-09-09,0.0,8.3,17.9,16.18,6.32,3.35
2023-09-10,0.0,8.0,19.5,15.08,8.42,2.85
2023-09-11,2.2,7.9,18.6,10.52,8.17,1.55
2023-09-12,0.0,5.3,15.2,16.72,8.35,3.45
2023-09-13,0.0,3.9,15.4,17.32,5.15,3.35
2023-09-14,0.0,8.2,16.7,9.54,9.77,2.25
2023-09-15,0.2,5.7,11.3,15.67,10.44,2.85
2023-09-16,0.0,3.6,16.3,9.93,10.55,2.4
2023-09-17,0.7,9.8,20.8,10.8,10.68,2.5
2023-09-18,0.0,9.4,16.8,17.82,9.01,4.35
2023-09-19,0.0,9.0,18.9,17.82,7.55,3.85
2023-09-20,0.1,11.8,21.1,14.06,9.65,2.95
2023-09-21,0.0,14.1,20.5,13.44,10.63,3.0
2023-09-22,25.0,5.3,14.9,4.5,7.69,0.85
2023-09-23,6.4,6.0,9.5,5.02,5.49,1.0
2023-09-24,0.7,5.2,9.9,8.22,5.06,1.45
2023-09-25,0.3,3.3,9.6,11.36,4.05,1.65
2023-09-26,0.1,4.0,10.4,12.88,6.41,1.45
2023-09-27,11.0,7.1,8.0,3.31,8.13,0.85
2023-09-28,5.2,6.0,12.5,15.88,6.47,3.55
2023-09-29,1.0,3.6,17.4,17.59,6.86,3.45
2023-09-30,13.3,3.6,11.0,20.21,10.98,3.85
2023-10-01,1.2,2.2,17.7,19.27,9.08,4.05
2023-10-02,2.8,7.0,19.2,18.1,15.45,3.55
2023-10-03,0.3,6.0,11.0,16.18,11.17,4.25
2023-10-04,0.0,5.1,22.3,20.92,7.87,5.05
2023-10-05,0.0,9.8,19.9,21.19,7.99,4.7
2023-10-06,0.0,9.3,20.7,15.37,8.63,4.4
2023-10-07,2.1,7.9,14.8,5.48,7.03,1.45
2023-10-08,0.0,2.2,13.7,20.8,4.12,3.8
2023-10-09,0.2,4.7,19.8,22.02,7.6,4.8
2023-10-10,7.9,6.7,13.4,14.1,7.6,3.85
2023-10-11,1.7,5.6,17.0,22.85,6.53,4.9
2023-10-12,0.1,8.9,18.3,22.29,7.19,5.0
2023-10-13,0.0,7.4,20.8,21.0,9.31,4.8
2023-10-14,0.9,6.6,17.6,18.95,15.88,3.95
2023-10-15,1.8,6.6,16.9,18.99,12.08,4.0
2023-10-16,0.0,8.7,17.6,23.19,7.16,4.85
2023-10-17,21.9,7.0,11.3,7.54,8.32,2.6
2023-10-18,0.0,4.9,19.4,24.96,4.43,6.1
2023-10-19,0.0,7.3,17.5,25.17,5.74,6.4
2023-10-20,1.1,8.6,16.3,17.42,6.93,2.75
2023-10-21,1.2,8.1,14.5,10.39,5.61,2.3
2023-10-22,1.2,5.9,10.8,8.58,4.24,1.5
2023-10-23,0.0,5.8,15.4,25.96,7.58,5.7
2023-10-24,0.6,8.8,20.7,19.83,8.01,5.6
2023-10-25,0.0,10.4,21.0,24.02,7.26,5.8
2023-10-26,4.8,11.9,19.6,16.27,14.59,4.55
2023-10-27,3.2,4.6,11.9,21.06,8.92,5.25
2023-10-28,0.0,1.9,15.2,24.9,4.32,6.3
2023-10-29,0.0,5.5,14.7,26.67,8.77,6.3
2023-10-30,0.0,9.4,15.7,26.84,8.62,6.85
2023-10-31,0.0,11.3,18.1,21.61,10.46,6.4
2023-11-01,0.0,11.0,22.5,25.0,5.08,7.0
2023-11-02,2.1,10.4,16.2,19.81,4.65,4.7
2023-11-03,9.0,7.2,16.5,11.36,3.64,3.95
2023-11-04,4.2,9.3,18.4,24.19,7.29,6.45
2023-11-05,15.9,8.6,11.8,7.38,7.57,1.1
2023-11-06,0.1,6.0,12.2,18.48,4.21,2.5
2023-11-07,0.2,4.4,14.4,21.92,4.67,3.95
2023-11-08,0.4,6.6,13.1,11.34,4.64,5.2
2023-11-09,0.2,6.4,13.9,20.55,5.68,5.0
2023-11-10,0.0,7.2,13.7,22.91,4.78,5.55
2023-11-11,0.0,6.2,16.7,29.33,7.16,8.15
2023-11-12,0.0,9.3,23.3,29.2,6.8,8.3
2023-11-13,0.0,14.2,24.3,28.39,7.86,7.75
2023-11-14,0.1,14.0,24.1,24.74,9.42,7.55
2023-11-15,0.6,8.6,17.4,22.34,5.98,5.95
2023-11-16,0.0,10.4,21.9,29.61,6.7,8.3
2023-11-17,1.9,8.9,19.6,12.68,8.89,6.35
2023-11-18,0.0,5.1,16.3,30.16,7.13,7.0
2023-11-19,2.5,9.6,18.0,22.31,5.35,6.5
2023-11-20,3.2,10.9,17.9,24.25,8.4,7.4
2023-11-21,0.0,9.8,17.6,31.49,8.45,8.6
2023-11-22,0.0,12.5,19.8,28.05,8.28,8.75
2023-11-23,9.0,10.6,26.0,28.5,8.94,7.9
2023-11-24,12.2,7.5,11.7,22.98,11.23,6.1
2023-11-25,0.5,6.9,13.7,18.59,5.79,4.6
2023-11-26,0.0,4.7,17.7,32.1,4.49,9.25
2023-11-27,0.0,7.0,17.6,28.04,7.26,6.85
2023-11-28,9.3,10.4,24.4,24.17,11.68,7.6
2023-11-29,1.7,9.8,14.0,16.46,6.53,3.4
2023-11-30,7.0,8.1,15.4,18.48,5.33,4.95
2023-12-01,1.7,9.0,14.8,19.85,6.75,3.8
2023-12-02,0.1,10.3,19.6,21.18,7.89,7.1
2023-12-03,2.1,11.4,25.4,25.58,9.3,8.9
2023-12-04,0.1,10.7,13.0,10.02,4.2,2.0
2023-12-05,0.0,10.6,16.4,20.07,9.56,4.45
2023-12-06,0.0,11.6,22.4,30.23,8.24,8.6
2023-12-07,0.1,11.1,18.7,26.88,5.82,7.5
2023-12-08,0.0,11.7,19.4,26.42,7.01,5.85
2023-12-09,0.0,10.6,23.4,26.96,10.49,9.05
2023-12-10,2.0,10.6,16.8,15.13,8.42,2.7
2023-12-11,0.0,8.3,23.2,33.2,6.89,10.25
2023-12-12,11.0,9.5,13.5,17.24,7.12,6.35
2023-12-13,0.5,7.8,18.1,18.05,8.3,6.25
2023-12-14,0.0,8.5,16.2,24.43,5.62,9.0
2023-12-15,0.0,10.8,23.7,22.8,9.62,8.1
2023-12-16,0.0,13.5,19.8,22.3,6.9,7.05
2023-12-17,3.0,13.7,26.4,19.38,7.94,9.15
2023-12-18,0.5,12.8,19.5,30.92,6.84,7.85
2023-12-19,0.0,12.5,20.6,28.8,8.93,10.85
2023-12-20,0.0,10.2,28.8,32.5,6.08,11.5
2023-12-21,0.0,12.4,24.9,28.02,8.32,11.3
2023-12-22,0.0,11.3,18.4,18.28,6.81,6.85
2023-12-23,2.1,14.1,19.2,11.12,3.98,7.45
2023-12-24,1.3,15.1,26.4,25.95,7.22,9.15
2023-12-25,0.2,14.6,25.6,22.05,7.2,7.4
2023-12-26,6.4,13.0,21.3,17.99,9.93,6.6
2023-12-27,2.0,12.4,16.2,13.66,6.15,3.55
2023-12-28,0.0,13.0,18.7,24.17,10.54,7.1
2023-12-29,4.7,15.4,27.7,27.02,7.79,9.75
2023-12-30,0.2,16.4,24.4,31.25,8.34,10.7
2023-12-31,6.3,10.9,23.3,30.28,8.41,10.7
2024-01-01,3.2,10.3,20.3,31.35,7.22,10.65
2024-01-02,0.6,10.6,21.4,30.53,6.59,10.2
2024-01-03,1.6,14.9,20.5,21.34,6.96,6.8
2024-01-04,0.0,13.2,25.0,26.74,7.74,10.7
2024-01-05,5.9,11.8,19.1,7.48,6.61,2.5
2024-01-06,1.9,11.3,18.8,23.86,5.97,6.2
2024-01-07,0.0,11.1,22.8,31.47,5.46,11.05
2024-01-08,0.0,14.0,28.1,31.51,6.62,11.25
2024-01-09,0.0,13.0,24.7,28.35,7.7,9.65
2024-01-10,0.0,15.3,20.9,25.7,11.87,8.95
2024-01-11,0.0,14.8,29.2,30.97,8.24,11.35
2024-01-12,0.0,14.1,23.5,31.76,10.46,10.4
2024-01-13,0.0,14.7,30.1,31.34,7.07,11.6
2024-01-14,0.0,15.4,28.3,25.17,9.96,9.65
2024-01-15,9.2,11.9,15.6,13.07,6.78,3.5
2024-01-16,0.2,12.4,19.2,21.44,7.54,4.7
2024-01-17,0.0,13.2,24.5,28.35,7.52,10.25
2024-01-18,3.8,14.3,20.6,14.39,8.29,6.1
2024-01-19,0.3,18.9,29.5,24.11,8.08,9.9
2024-01-20,0.0,18.9,29.5,29.44,9.36,10.0
2024-01-21,0.2,14.8,24.8,28.35,5.87,10.45
2024-01-22,3.3,16.5,28.7,22.42,7.52,8.5
2024-01-23,14.0,9.7,19.4,8.79,9.92,3.05
2024-01-24,1.1,8.9,17.3,27.26,6.33,7.75
2024-01-25,0.0,9.2,19.5,27.61,11.79,7.45
2024-01-26,0.0,11.8,23.4,26.67,8.93,9.45
2024-01-27,3.5,16.4,26.6,30.57,12.11,9.6
2024-01-28,0.1,14.5,25.6,23.61,5.19,8.5
2024-01-29,0.3,11.8,19.3,25.46,7.78,10.35
2024-01-30,0.0,10.0,24.5,29.52,6.58,10.55
2024-01-31,0.0,13.2,21.7,29.56,10.26,10.15
2024-02-01,0.2,14.4,21.0,20.91,7.16,6.45
2024-02-02,0.9,10.7,22.8,17.77,8.64,5.7
2024-02-03,7.9,8.1,16.1,20.12,8.82,7.3
2024-02-04,0.0,7.9,26.0,28.41,7.72,10.4
2024-02-05,0.0,13.6,30.5,28.18,8.91,10.65
2024-02-06,0.0,17.2,30.0,17.78,5.47,4.5
2024-02-07,0.0,16.4,23.4,25.43,5.98,10.45
2024-02-08,4.4,14.8,19.1,11.04,6.26,5.85
2024-02-09,0.3,13.6,19.5,19.35,8.54,8.45
2024-02-10,16.3,10.2,23.8,19.12,8.19,9.4
2024-02-11,2.9,8.0,14.1,16.78,8.82,3.55
2024-02-12,0.0,6.8,19.7,23.7,5.53,8.2
2024-02-13,0.0,12.3,22.2,26.71,6.3,9.0
2024-02-14,0.0,13.2,26.5,27.82,10.31,9.7
2024-02-15,0.0,13.9,25.5,17.64,7.35,7.95
2024-02-16,0.0,14.0,21.4,16.75,5.73,6.65
2024-02-17,0.6,14.3,20.2,14.64,5.52,5.2
2024-02-18,0.0,12.9,23.5,26.16,7.43,8.95
2024-02-19,0.1,13.4,26.1,19.09,10.76,6.7
2024-02-20,4.9,10.7,16.9,25.36,8.42,8.05
2024-02-21,0.0,7.2,19.3,24.83,4.79,7.95
2024-02-22,0.0,11.5,21.7,23.74,6.16,7.75
2024-02-23,0.0,10.9,23.7,22.96,6.65,8.65
2024-02-24,1.7,13.3,24.9,12.52,10.02,3.8
2024-02-25,0.5,13.6,19.0,17.38,5.99,4.95
2024-02-26,0.0,12.9,23.0,22.45,5.33,6.6
2024-02-27,2.1,14.3,19.0,10.24,6.94,3.15
2024-02-28,1.7,11.8,16.3,8.67,6.28,3.4
2024-02-29,0.0,11.5,20.2,18.05,7.3,6.65
2024-03-01,0.0,12.4,23.2,22.86,7.5,7.75
2024-03-02,2.2,14.8,27.8,22.13,7.28,7.75
2024-03-03,0.3,14.0,20.7,16.08,8.85,6.05
2024-03-04,1.0,12.6,21.7,20.24,15.47,6.5
2024-03-05,0.0,8.5,16.5,14.41,10.82,4.6
2024-03-06,0.0,7.9,17.1,19.37,9.68,6.9
2024-03-07,0.0,11.2,24.0,22.38,9.0,7.2
2024-03-08,0.0,12.4,20.2,18.75,8.77,4.3
2024-03-09,0.0,10.3,17.6,17.76,8.45,4.15
2024-03-10,0.0,8.7,25.2,22.03,6.54,6.75
2024-03-11,3.2,12.5,19.8,12.38,7.82,5.9
2024-03-12,0.1,11.9,19.3,14.68,8.63,5.8
2024-03-13,1.3,10.9,19.4,9.15,10.19,3.05
2024-03-14,0.0,10.4,21.1,20.55,6.57,5.65
2024-03-15,11.1,6.9,13.8,7.17,8.98,1.3
2024-03-16,0.0,4.3,17.3,19.09,4.88,5.55
2024-03-17,0.6,8.7,16.6,12.78,6.86,3.55
2024-03-18,5.4,9.6,15.4,14.88,6.58,4.15
2024-03-19,0.3,8.1,14.3,14.98,5.53,4.8
2024-03-20,0.0,6.5,15.7,20.03,9.23,6.05
2024-03-21,0.0,10.1,20.0,19.49,7.14,5.75
2024-03-22,0.0,8.5,18.7,16.28,6.2,4.6
2024-03-23,0.0,7.3,19.2,15.76,4.47,5.7
2024-03-24,0.1,9.7,18.8,14.77,6.94,5.1
2024-03-25,0.0,15.6,23.3,14.19,10.12,3.2
2024-03-26,0.3,11.7,16.9,13.92,9.95,3.9
2024-03-27,7.2,8.7,18.2,8.4,12.73,3.35
2024-03-28,8.3,5.5,16.8,9.22,8.25,2.85
2024-03-29,0.3,3.7,13.3,12.24,9.0,2.45
2024-03-30,0.7,9.5,14.3,7.8,6.92,2.75
2024-03-31,0.0,9.4,14.3,10.06,2.89,3.05
2024-04-01,0.0,9.2,16.0,12.28,3.88,2.1
2024-04-02,0.0,8.9,16.7,8.76,5.59,2.8
2024-04-03,0.0,9.7,22.5,15.76,7.6,4.45
2024-04-04,7.6,11.2,18.7,7.06,7.47,1.45
2024-04-05,0.9,7.9,13.6,6.3,4.74,1.8
2024-04-06,0.0,6.6,16.5,14.14,3.2,3.65
2024-04-07,0.0,7.5,17.5,15.8,7.34,4.4
2024-04-08,0.0,7.0,19.8,14.66,6.28,4.0
2024-04-09,0.0,13.2,22.6,10.53,7.7,3.55
2024-04-10,0.6,17.5,24.7,7.95,7.57,2.25
2024-04-11,0.9,13.2,22.4,3.82,10.23,1.7
2024-04-12,5.2,10.3,12.9,3.42,8.04,1.0
2024-04-13,1.3,9.6,12.0,2.67,4.65,0.8
2024-04-14,0.0,8.4,14.8,11.06,4.04,3.4
2024-04-15,0.0,7.9,16.7,11.72,4.32,2.5
2024-04-16,0.0,7.7,20.3,13.67,4.0,3.25
2024-04-17,0.0,9.6,16.7,7.79,6.16,1.7
2024-04-18,0.0,7.2,19.8,13.92,5.3,2.9
2024-04-19,0.0,6.5,19.6,9.86,5.36,2.75
2024-04-20,0.1,8.1,16.8,10.68,3.4,2.6
2024-04-21,0.0,5.9,17.5,12.07,6.6,3.0
2024-04-22,0.0,7.8,13.7,8.34,8.63,0.75
2024-04-23,0.0,4.4,17.3,12.6,5.45,3.1
2024-04-24,0.0,8.0,21.3,12.34,7.04,2.85
2024-04-25,0.9,12.2,20.7,8.24,9.66,2.05
2024-04-26,1.4,4.7,12.8,10.95,6.63,2.1
2024-04-27,0.0,3.3,18.3,11.81,4.61,2.35
2024-04-28,0.0,4.9,17.9,11.49,4.46,2.6
2024-04-29,0.0,7.1,17.8,11.34,5.03,2.5
2024-04-30,0.0,9.5,21.1,11.26,5.7,2.6
2024-05-01,9.9,9.2,13.1,1.6,6.95,0.65
2024-05-02,0.2,6.0,13.5,10.72,5.95,1.85
2024-05-03,0.1,3.4,14.2,8.84,5.8,2.0
2024-05-04,0.0,4.1,13.6,7.76,4.16,1.8
2024-05-05,0.0,5.4,15.6,10.07,4.08,1.75
2024-05-06,0.2,5.2,12.1,6.68,10.12,1.6
2024-05-07,0.0,2.1,12.8,10.04,3.32,1.85
2024-05-08,1.8,3.3,14.2,10.13,12.66,2.0
2024-05-09,2.0,0.6,8.7,7.62,6.74,1.35
2024-05-10,0.3,-2.3,14.2,6.17,7.74,1.65
2024-05-11,0.6,3.7,10.6,7.33,5.77,1.55
2024-05-12,0.0,2.5,14.4,9.43,3.02,1.8
2024-05-13,1.1,3.0,10.9,3.86,3.29,1.05
2024-05-14,0.0,4.3,13.9,9.14,5.23,1.65
2024-05-15,0.0,5.0,15.7,8.68,3.62,1.5
2024-05-16,0.0,2.7,14.8,7.87,10.61,1.5
2024-05-17,0.0,3.8,14.0,8.89,5.22,1.65
2024-05-18,1.2,6.2,17.2,7.49,8.46,1.45
2024-05-19,0.3,5.1,11.5,3.5,4.11,0.9
2024-05-20,0.0,6.1,10.4,2.25,3.31,0.4
2024-05-21,5.2,8.3,10.6,1.17,5.11,0.2
2024-05-22,4.0,6.0,10.7,4.57,5.44,0.65
2024-05-23,0.0,2.4,10.9,7.06,6.1,1.2
2024-05-24,1.3,0.5,9.0,2.31,5.34,0.5
2024-05-25,0.0,1.6,14.6,7.71,4.9,1.25
2024-05-26,0.3,2.7,11.6,7.91,7.69,1.2
2024-05-27,0.0,-0.5,11.3,8.07,2.73,1.4
2024-05-28,0.0,0.5,11.6,7.44,3.47,1.4
2024-05-29,2.7,1.9,10.3,2.61,9.68,1.15
2024-05-30,2.4,-0.4,12.6,6.71,4.84,1.35
2024-05-31,0.0,5.3,17.9,7.13,6.75,1.3
2024-06-01,1.1,9.1,19.4,5.19,7.38,0.95
2024-06-02,0.0,5.3,12.1,7.15,7.11,0.8
2024-06-03,0.0,4.8,12.7,7.44,5.29,1.25
2024-06-04,0.0,2.6,15.2,7.37,3.29,1.2
2024-06-05,0.0,1.9,12.8,6.93,7.17,1.1
2024-06-06,0.0,4.5,15.5,7.23,3.88,1.2
2024-06-07,0.0,3.4,14.5,7.19,2.94,1.15
2024-06-08,0.0,3.3,11.8,6.06,8.42,1.1
2024-06-09,0.3,5.3,15.1,3.19,6.85,0.95
2024-06-10,3.1,6.4,13.8,2.0,8.61,0.4
2024-06-11,2.7,1.6,9.6,6.07,6.81,1.0
2024-06-12,0.0,-1.4,9.2,6.99,6.28,1.05
2024-06-13,2.4,6.6,10.7,2.98,7.64,0.75
2024-06-14,16.8,7.9,9.3,2.74,5.95,0.75
2024-06-15,5.0,4.7,11.5,3.29,6.04,0.75
2024-06-16,3.6,3.0,12.6,4.65,6.82,0.95
2024-06-17,0.8,5.9,9.8,2.38,5.33,0.85
2024-06-18,0.9,3.2,10.3,2.88,4.98,0.4
2024-06-19,0.6,4.0,8.9,3.31,5.22,0.6
2024-06-20,0.9,7.6,10.5,3.88,7.36,0.65
2024-06-21,0.0,6.4,11.4,6.84,7.99,1.0
2024-06-22,0.0,4.3,12.6,6.4,5.47,0.9
2024-06-23,9.1,4.2,8.4,1.34,3.64,0.4
2024-06-24,1.1,7.5,11.6,4.73,3.4,0.35
2024-06-25,4.4,8.0,11.5,3.54,3.4,0.55
2024-06-26,2.0,7.1,11.1,3.98,3.72,0.9
2024-06-27,0.2,6.1,10.5,6.17,6.86,0.9
2024-06-28,0.5,4.6,11.9,6.02,5.74,1.0
2024-06-29,0.2,3.1,12.4,6.51,3.78,0.95
2024-06-30,0.0,1.5,10.7,6.83,6.47,1.0
