date,rainfall_mm,min_air_temperature_c,max_air_temperature_c,solar_radiation_mj_per_m2,wind_speed_m_per_s
2015-08-21,0.0,-1.2,11.0,11.78,3.38
2015-08-22,0.0,1.0,12.0,12.84,3.19
2015-08-23,0.0,1.2,13.9,13.38,3.31
2015-08-24,0.0,0.8,13.2,7.95,4.83
2015-08-25,2.9,2.0,8.1,6.06,6.04
2015-08-26,0.0,0.8,9.9,11.09,7.08
2015-08-27,0.0,1.8,12.9,13.91,5.33
2015-08-28,2.6,0.8,11.3,10.07,3.06
2015-08-29,1.5,6.5,13.1,4.46,5.52
2015-08-30,0.0,5.5,11.3,7.59,5.58
2015-08-31,0.0,4.8,8.5,6.16,2.83
2015-09-01,2.9,3.9,9.0,3.52,8.9
2015-09-02,0.0,6.5,15.2,12.47,6.87
2015-09-03,1.7,4.9,9.4,9.18,7.6
2015-09-04,0.1,3.7,10.0,7.08,7.99
2015-09-05,1.1,0.8,13.6,13.67,8.23
2015-09-06,1.1,1.9,7.9,14.28,9.35
2015-09-07,0.5,0.1,8.2,12.41,10.2
2015-09-08,0.0,-3.1,10.7,16.03,3.9
2015-09-09,0.0,-1.3,14.2,15.1,4.62
2015-09-10,8.6,5.0,16.5,11.37,11.62
2015-09-11,1.5,1.2,11.4,16.48,7.32
2015-09-12,0.0,3.1,12.4,16.75,5.7
2015-09-13,0.0,3.4,12.7,14.1,6.41
2015-09-14,0.0,4.8,13.2,15.84,5.2
2015-09-15,0.0,7.2,19.7,14.92,3.56
2015-09-16,0.0,7.2,18.0,17.67,4.2
2015-09-17,0.0,7.5,18.9,15.25,6.5
2015-09-18,5.4,5.8,16.0,15.96,11.94
2015-09-19,6.9,4.2,8.5,13.13,8.41
2015-09-20,10.2,3.9,6.7,6.58,8.39
2015-09-21,0.1,2.4,7.6,9.57,3.4
2015-09-22,0.5,3.6,9.4,8.63,3.9
2015-09-23,3.3,8.1,11.1,5.53,5.11
2015-09-24,0.1,6.7,10.2,10.47,3.88
2015-09-25,0.2,3.8,12.0,16.96,3.82
2015-09-26,0.9,5.1,9.2,10.93,5.3
2015-09-27,0.0,2.0,12.2,20.76,6.23
2015-09-28,0.0,0.6,13.5,17.05,3.8
2015-09-29,0.0,5.4,13.6,18.42,5.64
2015-09-30,0.0,3.9,16.9,20.37,4.74
2015-10-01,0.6,4.4,19.3,18.59,7.03
2015-10-02,0.3,4.9,17.0,15.95,6.71
2015-10-03,0.2,6.4,19.1,21.38,6.46
2015-10-04,0.0,11.2,19.4,16.16,12.95
2015-10-05,0.0,7.8,14.2,22.41,10.56
2015-10-06,0.0,7.1,23.3,22.18,5.16
2015-10-07,0.0,14.1,21.1,21.2,11.46
2015-10-08,0.0,5.2,12.9,21.18,7.24
2015-10-09,0.0,2.8,17.1,23.53,6.06
2015-10-10,0.0,5.3,16.9,23.21,6.59
2015-10-11,0.0,7.0,22.4,23.81,5.0
2015-10-12,0.6,10.1,21.1,18.55,6.78
2015-10-13,2.2,8.6,15.5,11.17,8.21
2015-10-14,0.0,7.4,17.8,22.91,5.54
2015-10-15,0.0,7.5,16.5,24.26,6.88
2015-10-16,0.0,7.1,21.5,24.58,6.29
2015-10-17,2.9,8.0,17.5,11.24,10.73
2015-10-18,1.1,8.0,18.5,24.72,10.83
2015-10-19,0.0,4.9,16.6,23.47,8.99
2015-10-20,0.0,4.8,20.4,24.98,5.38
2015-10-21,0.0,9.3,20.4,23.06,8.21
2015-10-22,2.0,8.1,13.8,17.38,8.95
2015-10-23,0.0,6.3,15.6,17.82,5.73
2015-10-24,0.0,6.7,16.7,24.63,6.56
2015-10-25,0.0,6.0,14.8,21.97,5.89
2015-10-26,0.0,5.4,21.1,27.63,5.69
2015-10-27,1.5,7.5,12.9,15.2,8.2
2015-10-28,5.9,7.2,15.6,18.65,6.12
2015-10-29,3.8,5.7,10.4,7.29,6.75
2015-10-30,0.2,2.3,13.5,25.28,3.13
2015-10-31,0.0,3.4,16.7,27.4,4.21
2015-11-01,0.0,7.3,17.5,27.02,7.2
2015-11-02,0.0,6.0,22.2,29.13,6.28
2015-11-03,2.7,6.6,19.7,13.63,10.72
2015-11-04,0.4,4.6,10.3,16.17,5.66
2015-11-05,0.0,-0.2,15.4,29.98,3.67
2015-11-06,0.0,5.2,18.0,26.83,5.24
2015-11-07,0.0,6.0,23.3,27.67,5.08
2015-11-08,1.7,8.3,22.2,20.54,4.42
2015-11-09,0.0,10.0,17.3,20.77,4.82
2015-11-10,0.0,9.6,25.8,29.15,4.82
2015-11-11,3.9,7.6,15.5,7.32,6.54
2015-11-12,4.8,5.9,11.6,26.19,7.45
2015-11-13,0.0,6.2,15.1,27.09,7.23
2015-11-14,0.0,6.6,18.4,24.59,6.17
2015-11-15,1.7,7.3,11.3,8.14,7.0
2015-11-16,0.0,4.6,18.3,30.36,5.85
2015-11-17,0.3,8.8,17.1,19.83,7.52
2015-11-18,3.8,6.9,11.7,25.95,9.1
2015-11-19,0.0,3.4,17.1,30.88,8.45
2015-11-20,0.5,10.8,22.0,24.77,6.98
2015-11-21,1.3,7.0,17.5,26.52,7.38
2015-11-22,0.5,9.5,17.3,25.81,9.04
2015-11-23,0.0,6.8,20.6,30.73,8.18
2015-11-24,0.0,12.9,22.7,26.77,7.89
2015-11-25,0.0,12.6,26.1,28.69,5.0
2015-11-26,0.0,12.1,26.7,30.16,7.29
2015-11-27,9.1,10.2,21.3,16.99,10.1
2015-11-28,0.0,9.2,19.7,29.34,7.37
2015-11-29,0.5,9.4,15.4,21.53,6.94
2015-11-30,0.0,8.8,20.3,29.1,7.03
2015-12-01,0.0,10.7,26.1,25.54,7.01
2015-12-02,0.2,17.7,28.8,29.65,6.9
2015-12-03,2.0,11.8,24.5,18.58,8.98
2015-12-04,0.0,9.5,24.0,33.06,5.97
2015-12-05,3.4,9.7,24.7,26.58,8.68
2015-12-06,1.2,8.5,14.3,17.93,5.87
2015-12-07,1.7,5.5,16.2,27.96,7.5
2015-12-08,0.0,7.7,19.1,28.77,7.09
2015-12-09,0.3,10.5,18.5,22.04,6.62
2015-12-10,0.0,9.4,26.2,31.36,7.47
2015-12-11,0.0,10.9,18.9,23.82,8.18
2015-12-12,0.0,12.5,25.1,22.77,8.68
2015-12-13,6.0,8.0,17.1,21.79,10.89
2015-12-14,0.4,6.8,21.6,26.47,4.53
2015-12-15,5.1,10.2,24.0,29.77,8.28
2015-12-16,6.3,8.6,14.9,22.94,4.81
2015-12-17,4.1,7.4,13.9,26.1,6.18
2015-12-18,0.2,5.8,18.1,28.86,4.06
2015-12-19,0.0,10.3,13.7,14.53,5.22
2015-12-20,0.0,9.7,22.9,28.18,7.02
2015-12-21,0.0,14.6,31.0,32.43,8.51
2015-12-22,1.8,10.3,19.9,10.2,7.29
2015-12-23,0.0,7.1,18.3,24.45,5.59
2015-12-24,0.0,8.4,20.9,29.59,5.25
2015-12-25,0.0,9.5,21.2,30.38,4.15
2015-12-26,0.0,10.1,23.4,33.25,4.74
2015-12-27,0.0,11.7,22.9,33.48,7.57
2015-12-28,0.0,12.1,22.8,33.54,7.19
2015-12-29,0.0,10.9,21.2,32.96,4.22
2015-12-30,2.6,8.5,15.4,15.76,6.6
2015-12-31,0.0,10.9,21.7,29.94,6.51
2016-01-01,0.0,11.6,25.3,32.42,4.34
2016-01-02,10.1,14.7,17.8,7.13,3.47
2016-01-03,15.4,9.6,15.3,5.93,8.7
2016-01-04,0.0,8.6,14.8,24.63,5.82
2016-01-05,0.0,6.6,18.7,30.05,4.28
2016-01-06,0.0,10.6,21.3,31.69,6.87
2016-01-07,0.0,11.6,23.8,25.02,6.22
2016-01-08,5.5,11.5,22.1,22.44,8.73
2016-01-09,0.0,9.6,19.3,28.7,8.75
2016-01-10,0.0,11.3,17.7,12.6,9.03
2016-01-11,0.0,10.0,19.1,29.79,8.08
2016-01-12,0.0,10.9,26.5,32.36,4.74
2016-01-13,0.1,11.0,15.6,7.06,7.96
2016-01-14,0.0,9.8,24.2,31.64,7.02
2016-01-15,3.9,11.5,24.6,16.28,9.78
2016-01-16,7.5,12.1,14.1,6.53,4.1
2016-01-17,1.7,13.0,17.0,7.52,3.66
2016-01-18,8.1,12.3,15.8,4.54,3.31
2016-01-19,7.2,13.7,17.2,8.56,6.71
2016-01-20,0.0,11.7,26.5,30.61,4.33
2016-01-21,0.0,14.7,26.2,24.8,4.69
2016-01-22,0.0,14.2,28.0,31.27,5.17
2016-01-23,0.4,16.4,28.1,25.96,4.92
2016-01-24,0.0,19.3,23.8,10.42,6.51
2016-01-25,0.0,18.6,26.8,17.09,5.77
2016-01-26,0.0,14.2,19.9,8.91,5.28
2016-01-27,22.3,12.4,14.4,3.53,4.2
2016-01-28,11.5,12.0,15.8,8.65,5.76
2016-01-29,0.1,11.2,18.0,21.25,4.94
2016-01-30,0.0,12.1,15.3,12.69,3.81
2016-01-31,0.0,9.9,20.3,24.62,4.41
2016-02-01,0.0,11.3,24.6,29.37,4.9
2016-02-02,0.0,12.4,28.0,28.9,3.54
2016-02-03,0.0,14.2,26.1,28.9,6.72
2016-02-04,0.0,16.5,28.9,28.77,5.85
2016-02-05,0.0,15.7,23.0,18.81,5.11
2016-02-06,0.1,14.6,19.2,11.26,5.52
2016-02-07,0.0,14.0,21.2,21.77,5.23
2016-02-08,0.0,12.9,23.1,22.64,5.17
2016-02-09,0.0,14.0,25.1,24.93,10.14
2016-02-10,0.0,11.8,23.2,28.09,6.91
2016-02-11,0.0,12.9,23.6,24.68,3.84
2016-02-12,0.0,12.7,24.9,25.56,3.7
2016-02-13,0.2,15.7,21.5,13.86,4.0
2016-02-14,0.0,13.0,25.5,26.25,4.92
2016-02-15,0.0,12.5,28.4,27.25,3.1
2016-02-16,0.0,14.3,29.2,26.53,4.78
2016-02-17,4.0,18.9,26.7,13.91,9.32
2016-02-18,7.6,16.6,23.8,22.08,9.26
2016-02-19,0.0,16.1,22.2,19.2,7.91
2016-02-20,0.0,12.9,27.7,26.4,5.76
2016-02-21,0.0,15.1,23.6,24.35,5.44
2016-02-22,0.0,13.9,20.6,14.35,4.88
2016-02-23,0.4,14.5,21.1,11.26,5.2
2016-02-24,0.0,12.8,28.1,24.12,4.53
2016-02-25,0.0,18.1,27.7,15.17,5.81
2016-02-26,0.0,19.0,25.5,12.69,9.32
2016-02-27,0.0,17.6,29.1,21.42,6.36
2016-02-28,0.0,13.5,25.1,24.48,6.1
2016-02-29,0.4,11.6,18.1,5.21,9.2
2016-03-01,0.0,10.7,16.3,14.47,3.31
2016-03-02,0.0,11.4,18.2,14.46,4.21
2016-03-03,0.0,10.8,25.8,20.19,5.24
2016-03-04,0.0,12.1,24.3,22.62,7.37
2016-03-05,0.0,13.8,28.8,22.06,4.91
2016-03-06,0.0,14.7,29.0,22.36,4.69
2016-03-07,0.8,15.5,21.3,12.77,8.02
2016-03-08,0.6,12.5,22.3,7.07,8.52
2016-03-09,0.0,11.3,20.4,19.41,7.11
2016-03-10,0.0,12.0,26.9,15.11,10.82
2016-03-11,0.1,8.5,13.8,9.19,11.74
2016-03-12,0.0,4.5,18.8,21.36,6.48
2016-03-13,0.0,10.1,21.6,13.97,3.11
2016-03-14,0.0,11.7,23.8,20.22,5.66
2016-03-15,12.4,11.5,18.0,3.91,6.45
2016-03-16,5.2,8.9,11.7,7.87,5.91
2016-03-17,0.0,8.3,15.7,20.58,5.53
2016-03-18,0.0,9.9,21.7,17.31,8.35
2016-03-19,0.0,15.7,26.7,18.57,7.75
2016-03-20,0.0,17.7,27.7,19.35,6.0
2016-03-21,0.0,14.3,28.2,18.81,3.32
2016-03-22,0.0,14.1,26.9,17.95,2.68
2016-03-23,0.6,12.7,21.1,8.37,8.86
2016-03-24,34.6,14.1,25.8,13.4,9.49
2016-03-25,0.0,11.2,16.4,15.28,4.8
2016-03-26,0.0,9.3,17.8,16.6,5.2
2016-03-27,0.0,10.4,23.8,18.47,5.1
2016-03-28,0.1,11.7,16.1,8.2,4.66
2016-03-29,0.0,7.5,20.0,15.65,4.56
2016-03-30,0.0,9.6,15.1,7.97,3.57
2016-03-31,0.0,7.8,18.5,16.16,5.36
2016-04-01,0.4,12.9,20.9,11.38,4.33
2016-04-02,0.9,13.8,19.8,12.91,7.42
2016-04-03,0.4,12.8,24.1,15.17,6.83
2016-04-04,0.4,7.5,13.2,5.43,4.05
2016-04-05,0.0,3.6,18.1,16.07,2.82
2016-04-06,0.0,6.9,20.9,15.58,5.66
2016-04-07,0.2,8.5,22.4,13.56,7.24
2016-04-08,4.9,11.1,15.7,7.11,11.09
2016-04-09,0.0,9.5,17.8,15.03,4.74
2016-04-10,0.0,7.5,19.6,15.3,4.6
2016-04-11,0.0,7.9,21.3,14.98,5.73
2016-04-12,2.9,9.2,16.6,3.21,7.82
2016-04-13,0.0,3.9,15.3,14.34,4.17
2016-04-14,0.0,3.0,19.2,14.45,4.46
2016-04-15,0.0,5.3,16.6,11.97,5.23
2016-04-16,0.0,6.6,20.9,13.95,5.17
2016-04-17,1.2,7.7,19.1,12.5,4.8
2016-04-18,0.4,9.9,14.9,8.0,3.47
2016-04-19,0.0,6.0,17.7,13.17,3.84
2016-04-20,0.0,6.0,20.5,13.17,3.47
2016-04-21,0.0,6.5,18.1,11.95,4.39
2016-04-22,0.0,5.9,21.0,12.78,3.5
2016-04-23,11.1,10.1,17.3,3.84,8.93
2016-04-24,0.2,6.2,16.0,12.73,6.02
2016-04-25,0.0,8.2,17.5,11.02,4.2
2016-04-26,0.0,6.5,17.9,11.4,3.76
2016-04-27,0.0,7.4,18.8,11.81,4.16
2016-04-28,0.0,6.0,21.2,12.03,3.34
2016-04-29,0.0,7.4,21.3,11.51,6.33
2016-04-30,0.0,8.2,15.3,9.3,6.38
2016-05-01,0.0,7.8,21.0,8.38,4.4
2016-05-02,0.4,8.4,21.2,9.3,6.26
2016-05-03,0.2,10.6,20.4,10.77,5.58
2016-05-04,0.4,9.8,21.3,5.28,7.72
2016-05-05,0.2,9.7,16.6,5.69,8.66
2016-05-06,0.0,4.4,15.5,8.55,2.77
2016-05-07,0.0,5.5,21.9,10.04,4.24
2016-05-08,0.0,6.2,20.4,9.83,4.03
2016-05-09,0.0,10.2,15.4,5.45,5.92
2016-05-10,0.0,10.5,18.3,4.87,6.01
2016-05-11,0.8,14.8,22.0,5.47,8.06
2016-05-12,5.1,10.0,18.5,9.33,8.25
2016-05-13,2.6,9.0,17.9,9.19,6.26
2016-05-14,0.0,7.8,18.7,8.33,6.84
2016-05-15,0.0,4.4,16.5,6.56,7.12
2016-05-16,4.3,7.8,17.9,5.3,14.71
2016-05-17,0.8,6.2,10.5,7.24,12.78
2016-05-18,0.6,7.9,16.8,5.31,7.78
2016-05-19,0.0,5.8,15.2,9.0,4.93
2016-05-20,11.5,4.1,14.6,4.49,7.61
2016-05-21,21.4,7.6,10.9,2.56,11.46
2016-05-22,4.2,5.5,9.8,6.77,8.42
2016-05-23,15.5,5.5,9.0,2.92,6.96
2016-05-24,2.2,5.4,10.4,6.43,5.39
2016-05-25,0.2,3.1,10.4,5.66,2.94
2016-05-26,0.0,2.5,11.8,7.57,4.55
2016-05-27,0.0,1.5,11.4,7.77,4.34
2016-05-28,19.6,7.3,9.9,3.88,8.62
2016-05-29,0.8,6.9,10.4,5.31,8.13
2016-05-30,2.9,3.9,9.7,6.76,7.15
2016-05-31,7.3,5.3,7.8,3.85,6.45
2016-06-01,2.4,2.5,8.6,5.86,6.49
2016-06-02,0.0,-0.4,10.6,7.47,2.92
2016-06-03,0.0,-1.3,12.7,7.32,3.42
2016-06-04,0.0,-2.2,11.6,7.33,3.54
2016-06-05,0.0,-2.1,9.4,7.43,3.84
2016-06-06,0.0,-2.6,10.9,7.36,3.8
2016-06-07,0.0,2.8,11.1,7.27,5.67
2016-06-08,0.0,-1.1,13.6,7.35,3.82
2016-06-09,1.0,2.5,13.2,1.9,6.22
2016-06-10,0.1,11.8,16.4,5.32,7.34
2016-06-11,0.0,4.9,13.0,5.75,6.24
2016-06-12,5.0,3.5,9.6,1.94,11.06
2016-06-13,0.0,-1.2,11.9,6.96,4.64
2016-06-14,0.0,3.1,13.6,6.67,4.14
2016-06-15,0.2,3.8,11.8,3.36,6.8
2016-06-16,0.0,1.2,12.5,6.96,4.02
2016-06-17,0.0,0.7,13.4,6.92,3.51
2016-06-18,0.0,1.9,14.1,6.63,3.96
2016-06-19,1.7,7.5,11.7,1.51,7.18
2016-06-20,0.0,6.4,14.6,5.27,5.31
2016-06-21,0.9,11.1,15.2,4.06,5.17
2016-06-22,3.3,11.8,17.7,5.25,7.04
2016-06-23,9.3,10.6,14.6,2.51,6.16
2016-06-24,0.4,4.2,13.6,6.12,7.0
2016-06-25,0.3,1.9,11.4,6.65,3.49
2016-06-26,6.4,6.1,9.5,1.51,3.52
2016-06-27,0.0,6.9,9.9,3.87,5.66
2016-06-28,0.1,3.3,10.5,3.29,2.91
2016-06-29,0.0,1.5,10.8,5.0,5.41
2016-06-30,0.3,3.2,9.4,4.92,7.07
2016-07-01,0.0,-0.7,8.2,6.85,3.8
2016-07-02,0.0,-2.5,11.6,7.06,3.18
2016-07-03,0.0,1.6,13.5,6.87,3.78
2016-07-04,0.0,5.6,15.5,5.17,4.34
2016-07-05,0.3,2.4,8.6,2.58,4.0
2016-07-06,0.0,-0.8,8.9,7.14,3.44
2016-07-07,0.0,2.3,8.9,5.42,5.84
2016-07-08,0.1,3.0,8.4,3.34,5.82
2016-07-09,0.0,-0.4,8.1,7.58,6.36
2016-07-10,0.0,-2.8,8.7,6.77,3.4
2016-07-11,0.0,-2.8,7.0,5.01,3.22
2016-07-12,0.0,-1.1,11.7,7.22,6.13
2016-07-13,4.9,7.3,12.6,2.25,10.61
2016-07-14,0.0,3.5,11.9,7.18,9.01
2016-07-15,0.3,3.7,11.6,7.02,8.4
2016-07-16,0.0,1.3,11.1,7.73,3.62
2016-07-17,2.3,2.9,11.5,6.08,8.32
2016-07-18,5.7,4.6,8.4,5.34,9.91
2016-07-19,3.9,3.3,10.9,3.37,5.81
2016-07-20,0.0,1.6,12.3,8.22,6.46
2016-07-21,0.0,0.5,11.0,8.5,5.41
2016-07-22,0.0,-0.3,11.6,8.59,3.13
2016-07-23,5.0,1.4,14.3,4.84,7.53
2016-07-24,0.0,3.8,12.2,8.02,10.42
2016-07-25,0.0,0.4,9.7,8.61,4.14
2016-07-26,0.0,-2.3,9.7,9.1,3.84
2016-07-27,1.1,0.9,12.7,9.09,6.55
2016-07-28,0.0,4.1,14.1,7.75,8.23
2016-07-29,0.0,0.3,9.8,8.53,8.38
2016-07-30,3.3,-0.7,13.0,6.79,8.14
2016-07-31,0.0,-0.6,9.0,9.74,4.29
2016-08-01,0.0,-3.2,7.4,6.03,3.52
2016-08-02,0.0,-1.1,8.6,8.14,3.61
2016-08-03,6.6,4.1,10.3,4.63,6.22
2016-08-04,3.8,0.4,6.3,6.72,6.11
2016-08-05,4.3,-1.4,5.6,7.75,3.94
2016-08-06,2.4,0.8,4.6,6.3,4.53
2016-08-07,0.0,-4.2,4.6,9.77,2.33
2016-08-08,0.0,-4.4,5.2,6.26,6.13
2016-08-09,0.0,-3.2,7.7,8.33,3.24
2016-08-10,0.0,-5.2,8.6,11.07,4.19
2016-08-11,0.0,-3.5,10.6,11.52,4.96
2016-08-12,0.7,-1.6,11.6,7.07,5.94
2016-08-13,3.8,0.6,9.6,5.36,4.32
2016-08-14,0.0,-1.9,11.2,8.42,3.47
2016-08-15,0.0,0.9,10.9,10.49,4.14
2016-08-16,0.0,-1.8,12.1,11.55,4.14
2016-08-17,0.0,1.5,12.6,10.75,3.0
2016-08-18,0.0,0.1,11.1,9.97,3.24
2016-08-19,0.0,3.0,12.7,12.31,6.12
2016-08-20,0.0,0.6,14.2,10.78,4.8
2016-08-21,0.0,3.5,15.0,12.44,6.66
2016-08-22,0.0,4.6,15.6,11.65,6.71
2016-08-23,0.0,2.3,12.0,10.97,2.92
2016-08-24,0.2,5.8,8.0,3.67,8.89
2016-08-25,2.6,6.0,14.6,11.88,8.49
2016-08-26,13.6,3.6,8.9,2.23,9.24
2016-08-27,10.5,2.0,10.1,5.42,10.52
2016-08-28,0.0,1.1,15.7,14.26,3.4
2016-08-29,0.0,5.9,16.8,13.55,3.8
2016-08-30,0.0,5.0,14.0,12.86,3.18
2016-08-31,0.0,3.4,14.5,14.85,5.16
2016-09-01,0.0,3.6,16.9,14.27,4.81
2016-09-02,0.1,9.7,18.9,13.65,4.88
2016-09-03,0.0,5.4,14.9,14.88,4.56
2016-09-04,0.7,4.8,14.1,8.58,10.62
2016-09-05,5.6,7.9,13.6,6.68,7.29
2016-09-06,1.3,6.0,10.7,6.88,6.29
2016-09-07,7.7,4.2,14.6,12.84,15.75
2016-09-08,10.3,2.6,6.9,11.94,12.32
2016-09-09,1.1,2.3,8.2,8.78,6.74
2016-09-10,0.0,-1.1,12.3,17.16,4.04
2016-09-11,0.0,0.4,17.4,17.81,4.03
2016-09-12,0.0,3.0,16.4,17.12,6.17
2016-09-13,0.0,3.5,13.7,12.16,4.92
2016-09-14,0.0,3.5,15.2,17.29,2.91
2016-09-15,0.0,2.6,15.2,16.66,4.38
2016-09-16,0.9,8.0,19.0,6.99,7.1
2016-09-17,0.0,7.7,16.5,16.78,3.6
2016-09-18,0.0,6.1,14.7,14.23,2.68
2016-09-19,0.3,7.6,11.8,9.69,3.83
2016-09-20,0.5,5.5,10.4,10.62,4.67
2016-09-21,1.3,5.7,8.4,3.78,6.8
2016-09-22,0.2,7.7,12.0,6.65,4.64
2016-09-23,0.0,7.8,12.8,10.36,2.72
2016-09-24,0.0,7.5,11.6,8.47,3.64
2016-09-25,0.4,8.2,10.7,7.06,4.57
2016-09-26,1.3,8.7,11.4,6.75,8.52
2016-09-27,1.2,8.6,14.6,14.49,5.41
2016-09-28,0.1,9.4,14.0,9.09,4.3
2016-09-29,1.7,9.7,14.7,13.09,6.7
2016-09-30,0.0,9.1,17.3,18.05,5.67
2016-10-01,0.0,6.2,18.8,20.28,3.16
2016-10-02,3.2,8.3,18.7,19.19,2.92
2016-10-03,0.0,7.3,15.7,15.26,3.22
2016-10-04,0.0,7.4,18.6,19.97,6.3
2016-10-05,5.8,8.0,13.2,9.78,8.42
2016-10-06,2.9,7.7,15.8,18.24,6.74
2016-10-07,0.6,3.9,11.8,17.91,9.58
2016-10-08,0.2,4.1,17.1,17.08,6.91
2016-10-09,2.9,2.7,11.5,17.05,4.6
2016-10-10,0.0,2.6,19.1,21.02,5.08
2016-10-11,0.0,10.2,18.0,13.18,9.5
2016-10-12,7.9,5.1,11.7,8.05,8.73
2016-10-13,0.0,3.1,17.6,24.0,5.26
2016-10-14,12.6,6.5,10.6,5.01,8.27
2016-10-15,0.0,5.4,14.2,19.7,4.66
2016-10-16,0.0,5.9,20.1,24.2,4.83
2016-10-17,0.0,12.4,18.3,12.47,10.96
2016-10-18,0.0,7.9,21.3,17.11,7.11
2016-10-19,0.0,10.8,22.0,21.99,5.28
2016-10-20,10.4,7.6,13.2,7.65,5.7
2016-10-21,1.0,4.8,11.8,20.75,5.62
2016-10-22,0.0,1.1,15.8,27.39,5.45
2016-10-23,0.0,5.5,14.7,22.81,6.94
2016-10-24,0.0,9.1,17.3,11.22,2.82
2016-10-25,1.4,10.5,19.8,21.56,5.47
2016-10-26,6.1,9.5,12.7,9.7,6.66
2016-10-27,0.0,8.7,17.9,20.89,5.08
2016-10-28,8.3,7.3,20.5,21.45,11.37
2016-10-29,2.3,6.7,10.9,23.03,8.01
2016-10-30,0.1,5.6,13.9,25.12,4.19
2016-10-31,0.0,3.8,15.7,28.2,7.85
2016-11-01,2.9,6.0,18.5,24.95,7.09
2016-11-02,2.1,8.5,14.6,14.1,4.67
2016-11-03,4.8,7.6,18.5,24.69,4.91
2016-11-04,1.3,8.6,14.5,17.82,4.21
2016-11-05,0.0,5.1,18.0,24.57,5.25
2016-11-06,0.7,9.4,21.0,21.49,8.63
2016-11-07,0.5,5.9,16.9,25.02,5.0
2016-11-08,0.0,4.3,20.3,26.85,6.1
2016-11-09,2.3,11.8,23.1,19.77,9.12
2016-11-10,0.0,8.9,16.6,21.52,6.12
2016-11-11,11.3,10.7,15.7,8.46,4.55
2016-11-12,7.0,9.0,10.7,8.8,5.51
2016-11-13,0.3,5.8,13.4,13.04,5.28
2016-11-14,2.3,5.6,18.5,17.25,5.41
2016-11-15,0.4,10.4,18.4,22.98,6.02
2016-11-16,1.5,10.7,19.1,24.31,3.68
2016-11-17,19.0,7.7,11.2,12.2,11.11
2016-11-18,2.9,6.7,17.3,28.29,8.49
2016-11-19,0.0,9.7,17.6,24.97,5.47
2016-11-20,0.0,7.3,17.5,29.82,4.53
2016-11-21,0.0,9.7,23.2,28.76,5.11
2016-11-22,0.0,10.0,26.3,31.73,4.39
2016-11-23,0.0,12.5,24.8,29.6,7.38
